2017-11-25 14:12:48.663000  ,  2017-11-25 14:12:50.069434  ,  0:00:01.406434
2017-11-25 14:12:50.678000  ,  2017-11-25 14:12:52.153553  ,  0:00:01.475553
2017-11-25 14:12:52.670000  ,  2017-11-25 14:12:53.995659  ,  0:00:01.325659
2017-11-25 14:12:54.669000  ,  2017-11-25 14:12:56.778818  ,  0:00:02.109818
2017-11-25 14:12:58.670000  ,  2017-11-25 14:13:00.112009  ,  0:00:01.442009
2017-11-25 14:13:00.670000  ,  2017-11-25 14:13:02.057120  ,  0:00:01.387120
2017-11-25 14:13:02.662000  ,  2017-11-25 14:13:04.764275  ,  0:00:02.102275
2017-11-25 14:13:06.671000  ,  2017-11-25 14:13:08.204472  ,  0:00:01.533472
2017-11-25 14:13:08.650000  ,  2017-11-25 14:13:10.176584  ,  0:00:01.526584
2017-11-25 14:13:10.654000  ,  2017-11-25 14:13:12.375710  ,  0:00:01.721710
2017-11-25 14:13:12.661000  ,  2017-11-25 14:13:14.360824  ,  0:00:01.699824
2017-11-25 14:13:14.660000  ,  2017-11-25 14:13:16.367939  ,  0:00:01.707939
2017-11-25 14:13:16.662000  ,  2017-11-25 14:13:18.243046  ,  0:00:01.581046
2017-11-25 14:13:18.646000  ,  2017-11-25 14:13:20.282162  ,  0:00:01.636162
2017-11-25 14:13:20.651000  ,  2017-11-25 14:13:22.403284  ,  0:00:01.752284
2017-11-25 14:13:22.650000  ,  2017-11-25 14:13:24.429399  ,  0:00:01.779399
2017-11-25 14:13:24.657000  ,  2017-11-25 14:13:26.416513  ,  0:00:01.759513
2017-11-25 14:13:26.639000  ,  2017-11-25 14:13:28.435629  ,  0:00:01.796629
2017-11-25 14:13:28.655000  ,  2017-11-25 14:13:30.229731  ,  0:00:01.574731
2017-11-25 14:13:30.649000  ,  2017-11-25 14:13:32.171842  ,  0:00:01.522842
2017-11-25 14:13:32.654000  ,  2017-11-25 14:13:34.117954  ,  0:00:01.463954
2017-11-25 14:13:34.647000  ,  2017-11-25 14:13:36.195072  ,  0:00:01.548072
2017-11-25 14:13:36.640000  ,  2017-11-25 14:13:38.062179  ,  0:00:01.422179
2017-11-25 14:13:38.642000  ,  2017-11-25 14:13:40.683329  ,  0:00:02.041329
2017-11-25 14:13:42.644000  ,  2017-11-25 14:13:44.076523  ,  0:00:01.432523
2017-11-25 14:13:44.628000  ,  2017-11-25 14:13:45.997633  ,  0:00:01.369633
2017-11-25 14:13:46.637000  ,  2017-11-25 14:13:48.653785  ,  0:00:02.016785
2017-11-25 14:13:50.641000  ,  2017-11-25 14:13:52.035979  ,  0:00:01.394979
2017-11-25 14:13:52.634000  ,  2017-11-25 14:13:54.091096  ,  0:00:01.457096
2017-11-25 14:13:54.635000  ,  2017-11-25 14:13:56.774250  ,  0:00:02.139250
2017-11-25 14:13:58.622000  ,  2017-11-25 14:14:00.060437  ,  0:00:01.438437
2017-11-25 14:14:00.621000  ,  2017-11-25 14:14:01.981547  ,  0:00:01.360547
2017-11-25 14:14:02.631000  ,  2017-11-25 14:14:04.073667  ,  0:00:01.442667
2017-11-25 14:14:04.624000  ,  2017-11-25 14:14:05.833768  ,  0:00:01.209768
2017-11-25 14:14:06.627000  ,  2017-11-25 14:14:08.479919  ,  0:00:01.852919
2017-11-25 14:14:08.623000  ,  2017-11-25 14:14:10.435031  ,  0:00:01.812031
2017-11-25 14:14:10.629000  ,  2017-11-25 14:14:12.324139  ,  0:00:01.695139
2017-11-25 14:14:12.624000  ,  2017-11-25 14:14:14.160244  ,  0:00:01.536244
2017-11-25 14:14:14.618000  ,  2017-11-25 14:14:16.064353  ,  0:00:01.446353
2017-11-25 14:14:16.622000  ,  2017-11-25 14:14:18.667502  ,  0:00:02.045502
2017-11-25 14:14:20.615000  ,  2017-11-25 14:14:22.058696  ,  0:00:01.443696
2017-11-25 14:14:22.613000  ,  2017-11-25 14:14:24.665845  ,  0:00:02.052845
2017-11-25 14:14:26.619000  ,  2017-11-25 14:14:28.035038  ,  0:00:01.416038
2017-11-25 14:14:28.603000  ,  2017-11-25 14:14:30.109156  ,  0:00:01.506156
2017-11-25 14:14:30.615000  ,  2017-11-25 14:14:32.654302  ,  0:00:02.039302
2017-11-25 14:14:34.614000  ,  2017-11-25 14:14:36.055496  ,  0:00:01.441496
2017-11-25 14:14:36.603000  ,  2017-11-25 14:14:38.117614  ,  0:00:01.514614
2017-11-25 14:14:38.600000  ,  2017-11-25 14:14:40.006722  ,  0:00:01.406722
2017-11-25 14:14:40.602000  ,  2017-11-25 14:14:42.756880  ,  0:00:02.154880
2017-11-25 14:14:44.599000  ,  2017-11-25 14:14:46.021066  ,  0:00:01.422066
2017-11-25 14:14:46.601000  ,  2017-11-25 14:14:47.908174  ,  0:00:01.307174
2017-11-25 14:14:48.597000  ,  2017-11-25 14:14:50.573327  ,  0:00:01.976327
2017-11-25 14:14:52.585000  ,  2017-11-25 14:14:53.992522  ,  0:00:01.407522
2017-11-25 14:14:54.590000  ,  2017-11-25 14:14:56.047640  ,  0:00:01.457640
2017-11-25 14:14:56.596000  ,  2017-11-25 14:14:58.610786  ,  0:00:02.014786
2017-11-25 14:15:00.594000  ,  2017-11-25 14:15:02.203992  ,  0:00:01.609992
2017-11-25 14:15:02.592000  ,  2017-11-25 14:15:04.004095  ,  0:00:01.412095
2017-11-25 14:15:04.589000  ,  2017-11-25 14:15:06.659247  ,  0:00:02.070247
2017-11-25 14:15:08.589000  ,  2017-11-25 14:15:10.036440  ,  0:00:01.447440
2017-11-25 14:15:10.587000  ,  2017-11-25 14:15:12.121559  ,  0:00:01.534559
2017-11-25 14:15:12.582000  ,  2017-11-25 14:15:13.972665  ,  0:00:01.390665
2017-11-25 14:15:14.577000  ,  2017-11-25 14:15:16.680820  ,  0:00:02.103820
2017-11-25 14:15:18.584000  ,  2017-11-25 14:15:20.046012  ,  0:00:01.462012
2017-11-25 14:15:20.572000  ,  2017-11-25 14:15:21.897118  ,  0:00:01.325118
2017-11-25 14:15:22.586000  ,  2017-11-25 14:15:24.481266  ,  0:00:01.895266
2017-11-25 14:15:24.612000  ,  2017-11-25 14:15:26.207365  ,  0:00:01.595365
2017-11-25 14:15:26.578000  ,  2017-11-25 14:15:28.095473  ,  0:00:01.517473
2017-11-25 14:15:28.572000  ,  2017-11-25 14:15:29.980581  ,  0:00:01.408581
2017-11-25 14:15:30.569000  ,  2017-11-25 14:15:32.629732  ,  0:00:02.060732
2017-11-25 14:15:34.564000  ,  2017-11-25 14:15:35.978924  ,  0:00:01.414924
2017-11-25 14:15:36.569000  ,  2017-11-25 14:15:37.934036  ,  0:00:01.365036
2017-11-25 14:15:38.574000  ,  2017-11-25 14:15:40.595188  ,  0:00:02.021188
2017-11-25 14:15:42.563000  ,  2017-11-25 14:15:43.986382  ,  0:00:01.423382
2017-11-25 14:15:44.562000  ,  2017-11-25 14:15:46.022498  ,  0:00:01.460498
2017-11-25 14:15:46.563000  ,  2017-11-25 14:15:48.043614  ,  0:00:01.480614
2017-11-25 14:15:48.564000  ,  2017-11-25 14:15:49.869718  ,  0:00:01.305718
2017-11-25 14:15:50.565000  ,  2017-11-25 14:15:51.903835  ,  0:00:01.338835
2017-11-25 14:15:52.569000  ,  2017-11-25 14:15:54.418978  ,  0:00:01.849978
2017-11-25 14:15:54.590000  ,  2017-11-25 14:15:56.231082  ,  0:00:01.641082
2017-11-25 14:15:56.556000  ,  2017-11-25 14:15:58.066187  ,  0:00:01.510187
2017-11-25 14:15:58.550000  ,  2017-11-25 14:16:00.011298  ,  0:00:01.461298
2017-11-25 14:16:00.555000  ,  2017-11-25 14:16:02.063416  ,  0:00:01.508416
2017-11-25 14:16:02.548000  ,  2017-11-25 14:16:03.860518  ,  0:00:01.312518
2017-11-25 14:16:04.548000  ,  2017-11-25 14:16:05.954638  ,  0:00:01.406638
2017-11-25 14:16:06.552000  ,  2017-11-25 14:16:08.609790  ,  0:00:02.057790
2017-11-25 14:16:10.538000  ,  2017-11-25 14:16:11.968982  ,  0:00:01.430982
2017-11-25 14:16:12.538000  ,  2017-11-25 14:16:13.871091  ,  0:00:01.333091
2017-11-25 14:16:14.541000  ,  2017-11-25 14:16:16.582246  ,  0:00:02.041246
2017-11-25 14:16:18.539000  ,  2017-11-25 14:16:19.957439  ,  0:00:01.418439
2017-11-25 14:16:20.544000  ,  2017-11-25 14:16:22.010557  ,  0:00:01.466557
2017-11-25 14:16:22.541000  ,  2017-11-25 14:16:23.837661  ,  0:00:01.296661
2017-11-25 14:16:24.537000  ,  2017-11-25 14:16:26.428809  ,  0:00:01.891809
2017-11-25 14:16:26.542000  ,  2017-11-25 14:16:28.166909  ,  0:00:01.624909
2017-11-25 14:16:28.534000  ,  2017-11-25 14:16:30.209025  ,  0:00:01.675025
2017-11-25 14:16:30.525000  ,  2017-11-25 14:16:32.023129  ,  0:00:01.498129
2017-11-25 14:16:32.533000  ,  2017-11-25 14:16:33.871235  ,  0:00:01.338235
2017-11-25 14:16:34.526000  ,  2017-11-25 14:16:36.511386  ,  0:00:01.985386
2017-11-25 14:16:38.526000  ,  2017-11-25 14:16:39.867578  ,  0:00:01.341578
2017-11-25 14:16:40.527000  ,  2017-11-25 14:16:41.797688  ,  0:00:01.270688
2017-11-25 14:16:42.517000  ,  2017-11-25 14:16:43.737799  ,  0:00:01.220799
2017-11-25 14:16:44.527000  ,  2017-11-25 14:16:46.355949  ,  0:00:01.828949
2017-11-25 14:16:46.523000  ,  2017-11-25 14:16:48.119050  ,  0:00:01.596050
2017-11-25 14:16:48.524000  ,  2017-11-25 14:16:50.155166  ,  0:00:01.631166
2017-11-25 14:16:50.515000  ,  2017-11-25 14:16:52.005272  ,  0:00:01.490272
2017-11-25 14:16:52.518000  ,  2017-11-25 14:16:53.966384  ,  0:00:01.448384
2017-11-25 14:16:54.521000  ,  2017-11-25 14:16:56.641537  ,  0:00:02.120537
2017-11-25 14:16:58.513000  ,  2017-11-25 14:16:59.965728  ,  0:00:01.452728
2017-11-25 14:17:00.518000  ,  2017-11-25 14:17:02.643881  ,  0:00:02.125881
2017-11-25 14:17:04.507000  ,  2017-11-25 14:17:05.973071  ,  0:00:01.466071
2017-11-25 14:17:06.507000  ,  2017-11-25 14:17:07.905182  ,  0:00:01.398182
2017-11-25 14:17:08.513000  ,  2017-11-25 14:17:09.877294  ,  0:00:01.364294
2017-11-25 14:17:10.506000  ,  2017-11-25 14:17:12.055419  ,  0:00:01.549419
2017-11-25 14:17:12.505000  ,  2017-11-25 14:17:13.915525  ,  0:00:01.410525
2017-11-25 14:17:14.507000  ,  2017-11-25 14:17:16.621680  ,  0:00:02.114680
2017-11-25 14:17:18.494000  ,  2017-11-25 14:17:19.922869  ,  0:00:01.428869
2017-11-25 14:17:20.498000  ,  2017-11-25 14:17:21.831978  ,  0:00:01.333978
2017-11-25 14:17:22.504000  ,  2017-11-25 14:17:23.763089  ,  0:00:01.259089
2017-11-25 14:17:24.502000  ,  2017-11-25 14:17:25.810206  ,  0:00:01.308206
2017-11-25 14:17:26.505000  ,  2017-11-25 14:17:28.382353  ,  0:00:01.877353
2017-11-25 14:17:28.513000  ,  2017-11-25 14:17:30.081450  ,  0:00:01.568450
2017-11-25 14:17:30.495000  ,  2017-11-25 14:17:32.165569  ,  0:00:01.670569
2017-11-25 14:17:32.491000  ,  2017-11-25 14:17:33.967672  ,  0:00:01.476672
2017-11-25 14:17:34.499000  ,  2017-11-25 14:17:36.023790  ,  0:00:01.524790
2017-11-25 14:17:36.500000  ,  2017-11-25 14:17:37.905898  ,  0:00:01.405898
2017-11-25 14:17:38.499000  ,  2017-11-25 14:17:40.638054  ,  0:00:02.139054
2017-11-25 14:17:42.490000  ,  2017-11-25 14:17:44.050249  ,  0:00:01.560249
2017-11-25 14:17:44.487000  ,  2017-11-25 14:17:45.936357  ,  0:00:01.449357
2017-11-25 14:17:46.484000  ,  2017-11-25 14:17:48.615510  ,  0:00:02.131510
2017-11-25 14:17:50.476000  ,  2017-11-25 14:17:51.952701  ,  0:00:01.476701
2017-11-25 14:17:52.489000  ,  2017-11-25 14:17:53.877811  ,  0:00:01.388811
2017-11-25 14:17:54.491000  ,  2017-11-25 14:17:56.479960  ,  0:00:01.988960
2017-11-25 14:17:56.567000  ,  2017-11-25 14:17:58.223060  ,  0:00:01.656060
2017-11-25 14:17:58.479000  ,  2017-11-25 14:18:00.055164  ,  0:00:01.576164
2017-11-25 14:18:00.473000  ,  2017-11-25 14:18:01.924271  ,  0:00:01.451271
2017-11-25 14:18:02.485000  ,  2017-11-25 14:18:04.564422  ,  0:00:02.079422
2017-11-25 14:18:06.477000  ,  2017-11-25 14:18:07.902613  ,  0:00:01.425613
2017-11-25 14:18:08.466000  ,  2017-11-25 14:18:09.801722  ,  0:00:01.335722
2017-11-25 14:18:10.476000  ,  2017-11-25 14:18:12.390870  ,  0:00:01.914870
2017-11-25 14:18:12.507000  ,  2017-11-25 14:18:14.171972  ,  0:00:01.664972
2017-11-25 14:18:14.462000  ,  2017-11-25 14:18:16.026078  ,  0:00:01.564078
2017-11-25 14:18:16.465000  ,  2017-11-25 14:18:17.894185  ,  0:00:01.429185
2017-11-25 14:18:18.464000  ,  2017-11-25 14:18:19.834296  ,  0:00:01.370296
2017-11-25 14:18:20.473000  ,  2017-11-25 14:18:22.465446  ,  0:00:01.992446
